,Marital_Status,Capital_gain,Education_num,Relationship,Sex,O_Marital_Status,O_Capital_gain,O_Education_num,O_Relationship,O_Sex,CF_id
73,Married-civ-spouse,6418,14,Husband,Male,1,1,1,1,0,2
74,Married-civ-spouse,6418,15,Husband,Male,1,1,1,1,0,2
75,Married-civ-spouse,6418,16,Husband,Male,1,1,1,1,0,2
76,Married-civ-spouse,6497,10,Husband,Male,1,1,1,1,0,2
77,Married-civ-spouse,6497,11,Husband,Male,1,1,1,1,0,2
78,Married-civ-spouse,6497,12,Husband,Male,1,1,1,1,0,2
79,Married-civ-spouse,6497,13,Husband,Male,1,1,1,1,0,2
80,Married-civ-spouse,6497,14,Husband,Male,1,1,1,1,0,2
81,Married-civ-spouse,6497,15,Husband,Male,1,1,1,1,0,2
82,Married-civ-spouse,6497,16,Husband,Male,1,1,1,1,0,2
83,Married-civ-spouse,6514,10,Husband,Male,1,1,1,1,0,2
84,Married-civ-spouse,6514,11,Husband,Male,1,1,1,1,0,2
85,Married-civ-spouse,6514,12,Husband,Male,1,1,1,1,0,2
86,Married-civ-spouse,6514,13,Husband,Male,1,1,1,1,0,2
87,Married-civ-spouse,6514,14,Husband,Male,1,1,1,1,0,2
88,Married-civ-spouse,6514,15,Husband,Male,1,1,1,1,0,2
89,Married-civ-spouse,6514,16,Husband,Male,1,1,1,1,0,2
90,Married-civ-spouse,6723,10,Husband,Male,1,1,1,1,0,2
91,Married-civ-spouse,6723,11,Husband,Male,1,1,1,1,0,2
92,Married-civ-spouse,6723,12,Husband,Male,1,1,1,1,0,2
93,Married-civ-spouse,6723,13,Husband,Male,1,1,1,1,0,2
94,Married-civ-spouse,6723,14,Husband,Male,1,1,1,1,0,2
95,Married-civ-spouse,6723,15,Husband,Male,1,1,1,1,0,2
96,Married-civ-spouse,6723,16,Husband,Male,1,1,1,1,0,2
97,Married-civ-spouse,6767,10,Husband,Male,1,1,1,1,0,2
98,Married-civ-spouse,6767,11,Husband,Male,1,1,1,1,0,2
99,Married-civ-spouse,6767,12,Husband,Male,1,1,1,1,0,2
100,Married-civ-spouse,6767,13,Husband,Male,1,1,1,1,0,2
101,Married-civ-spouse,6767,14,Husband,Male,1,1,1,1,0,2
102,Married-civ-spouse,6767,15,Husband,Male,1,1,1,1,0,2
103,Married-civ-spouse,6767,16,Husband,Male,1,1,1,1,0,2
104,Married-civ-spouse,6849,10,Husband,Male,1,1,1,1,0,2
105,Married-civ-spouse,6849,11,Husband,Male,1,1,1,1,0,2
106,Married-civ-spouse,6849,12,Husband,Male,1,1,1,1,0,2
107,Married-civ-spouse,6849,13,Husband,Male,1,1,1,1,0,2
108,Married-civ-spouse,6849,14,Husband,Male,1,1,1,1,0,2
109,Married-civ-spouse,6849,15,Husband,Male,1,1,1,1,0,2
110,Married-civ-spouse,6849,16,Husband,Male,1,1,1,1,0,2
111,Married-civ-spouse,7298,10,Husband,Male,1,1,1,1,0,2
112,Married-civ-spouse,7298,11,Husband,Male,1,1,1,1,0,2
113,Married-civ-spouse,7298,12,Husband,Male,1,1,1,1,0,2
114,Married-civ-spouse,7298,13,Husband,Male,1,1,1,1,0,2
115,Married-civ-spouse,7298,14,Husband,Male,1,1,1,1,0,2
116,Married-civ-spouse,7298,15,Husband,Male,1,1,1,1,0,2
117,Married-civ-spouse,7298,16,Husband,Male,1,1,1,1,0,2
118,Married-civ-spouse,7430,10,Husband,Male,1,1,1,1,0,2
119,Married-civ-spouse,7430,11,Husband,Male,1,1,1,1,0,2
120,Married-civ-spouse,7430,12,Husband,Male,1,1,1,1,0,2
121,Married-civ-spouse,7430,13,Husband,Male,1,1,1,1,0,2
122,Married-civ-spouse,7430,14,Husband,Male,1,1,1,1,0,2
123,Married-civ-spouse,7430,15,Husband,Male,1,1,1,1,0,2
124,Married-civ-spouse,7430,16,Husband,Male,1,1,1,1,0,2
125,Married-civ-spouse,7443,10,Husband,Male,1,1,1,1,0,2
126,Married-civ-spouse,7443,11,Husband,Male,1,1,1,1,0,2
127,Married-civ-spouse,7443,12,Husband,Male,1,1,1,1,0,2
128,Married-civ-spouse,7443,13,Husband,Male,1,1,1,1,0,2
129,Married-civ-spouse,7443,14,Husband,Male,1,1,1,1,0,2
130,Married-civ-spouse,7443,15,Husband,Male,1,1,1,1,0,2
131,Married-civ-spouse,7443,16,Husband,Male,1,1,1,1,0,2
132,Married-civ-spouse,7688,10,Husband,Male,1,1,1,1,0,2
133,Married-civ-spouse,7688,11,Husband,Male,1,1,1,1,0,2
134,Married-civ-spouse,7688,12,Husband,Male,1,1,1,1,0,2
135,Married-civ-spouse,7688,13,Husband,Male,1,1,1,1,0,2
136,Married-civ-spouse,7688,14,Husband,Male,1,1,1,1,0,2
137,Married-civ-spouse,7688,15,Husband,Male,1,1,1,1,0,2
138,Married-civ-spouse,7688,16,Husband,Male,1,1,1,1,0,2
139,Married-civ-spouse,7896,10,Husband,Male,1,1,1,1,0,2
140,Married-civ-spouse,7896,11,Husband,Male,1,1,1,1,0,2
141,Married-civ-spouse,7896,12,Husband,Male,1,1,1,1,0,2
142,Married-civ-spouse,7896,13,Husband,Male,1,1,1,1,0,2
143,Married-civ-spouse,7896,14,Husband,Male,1,1,1,1,0,2
144,Married-civ-spouse,7896,15,Husband,Male,1,1,1,1,0,2
145,Married-civ-spouse,7896,16,Husband,Male,1,1,1,1,0,2
146,Married-civ-spouse,7978,10,Husband,Male,1,1,1,1,0,2
147,Married-civ-spouse,7978,11,Husband,Male,1,1,1,1,0,2
148,Married-civ-spouse,7978,12,Husband,Male,1,1,1,1,0,2
149,Married-civ-spouse,7978,13,Husband,Male,1,1,1,1,0,2
150,Married-civ-spouse,7978,14,Husband,Male,1,1,1,1,0,2
151,Married-civ-spouse,7978,15,Husband,Male,1,1,1,1,0,2
152,Married-civ-spouse,7978,16,Husband,Male,1,1,1,1,0,2
153,Married-civ-spouse,8614,10,Husband,Male,1,1,1,1,0,2
154,Married-civ-spouse,8614,11,Husband,Male,1,1,1,1,0,2
155,Married-civ-spouse,8614,12,Husband,Male,1,1,1,1,0,2
156,Married-civ-spouse,8614,13,Husband,Male,1,1,1,1,0,2
157,Married-civ-spouse,8614,14,Husband,Male,1,1,1,1,0,2
158,Married-civ-spouse,8614,15,Husband,Male,1,1,1,1,0,2
159,Married-civ-spouse,8614,16,Husband,Male,1,1,1,1,0,2
160,Married-civ-spouse,5060,8,Husband,Male,1,1,1,1,0,3
161,Married-civ-spouse,5060,7,Husband,Male,1,1,1,1,0,3
162,Married-civ-spouse,5060,6,Husband,Male,1,1,1,1,0,3
163,Married-civ-spouse,5060,5,Husband,Male,1,1,1,1,0,3
164,Married-civ-spouse,5060,4,Husband,Male,1,1,1,1,0,3
165,Married-civ-spouse,5060,3,Husband,Male,1,1,1,1,0,3
166,Married-civ-spouse,5060,2,Husband,Male,1,1,1,1,0,3
167,Married-civ-spouse,5060,1,Husband,Male,1,1,1,1,0,3
168,Married-civ-spouse,5178,8,Husband,Male,1,1,1,1,0,3
169,Married-civ-spouse,5178,7,Husband,Male,1,1,1,1,0,3
170,Married-civ-spouse,5178,6,Husband,Male,1,1,1,1,0,3
171,Married-civ-spouse,5178,5,Husband,Male,1,1,1,1,0,3
172,Married-civ-spouse,5178,4,Husband,Male,1,1,1,1,0,3
173,Married-civ-spouse,5178,3,Husband,Male,1,1,1,1,0,3
174,Married-civ-spouse,5178,2,Husband,Male,1,1,1,1,0,3
175,Married-civ-spouse,5178,1,Husband,Male,1,1,1,1,0,3
176,Married-civ-spouse,5455,8,Husband,Male,1,1,1,1,0,3
177,Married-civ-spouse,5455,7,Husband,Male,1,1,1,1,0,3
178,Married-civ-spouse,5455,6,Husband,Male,1,1,1,1,0,3
179,Married-civ-spouse,5455,5,Husband,Male,1,1,1,1,0,3
180,Married-civ-spouse,5455,4,Husband,Male,1,1,1,1,0,3
181,Married-civ-spouse,5455,3,Husband,Male,1,1,1,1,0,3
182,Married-civ-spouse,5455,2,Husband,Male,1,1,1,1,0,3
183,Married-civ-spouse,5455,1,Husband,Male,1,1,1,1,0,3
184,Married-civ-spouse,5556,8,Husband,Male,1,1,1,1,0,3
185,Married-civ-spouse,5556,7,Husband,Male,1,1,1,1,0,3
186,Married-civ-spouse,5556,6,Husband,Male,1,1,1,1,0,3
187,Married-civ-spouse,5556,5,Husband,Male,1,1,1,1,0,3
188,Married-civ-spouse,5556,4,Husband,Male,1,1,1,1,0,3
189,Married-civ-spouse,5556,3,Husband,Male,1,1,1,1,0,3
190,Married-civ-spouse,5556,2,Husband,Male,1,1,1,1,0,3
191,Married-civ-spouse,5556,1,Husband,Male,1,1,1,1,0,3
192,Married-civ-spouse,5721,8,Husband,Male,1,1,1,1,0,3
193,Married-civ-spouse,5721,7,Husband,Male,1,1,1,1,0,3
194,Married-civ-spouse,5721,6,Husband,Male,1,1,1,1,0,3
195,Married-civ-spouse,5721,5,Husband,Male,1,1,1,1,0,3
196,Married-civ-spouse,5721,4,Husband,Male,1,1,1,1,0,3
197,Married-civ-spouse,5721,3,Husband,Male,1,1,1,1,0,3
198,Married-civ-spouse,5721,2,Husband,Male,1,1,1,1,0,3
199,Married-civ-spouse,5721,1,Husband,Male,1,1,1,1,0,3
200,Married-civ-spouse,6097,8,Husband,Male,1,1,1,1,0,3
201,Married-civ-spouse,6097,7,Husband,Male,1,1,1,1,0,3
202,Married-civ-spouse,6097,6,Husband,Male,1,1,1,1,0,3
203,Married-civ-spouse,6097,5,Husband,Male,1,1,1,1,0,3
204,Married-civ-spouse,6097,4,Husband,Male,1,1,1,1,0,3
205,Married-civ-spouse,6097,3,Husband,Male,1,1,1,1,0,3
206,Married-civ-spouse,6097,2,Husband,Male,1,1,1,1,0,3
207,Married-civ-spouse,6097,1,Husband,Male,1,1,1,1,0,3
208,Married-civ-spouse,6360,8,Husband,Male,1,1,1,1,0,3
209,Married-civ-spouse,6360,7,Husband,Male,1,1,1,1,0,3
210,Married-civ-spouse,6360,6,Husband,Male,1,1,1,1,0,3
211,Married-civ-spouse,6360,5,Husband,Male,1,1,1,1,0,3
212,Married-civ-spouse,6360,4,Husband,Male,1,1,1,1,0,3
213,Married-civ-spouse,6360,3,Husband,Male,1,1,1,1,0,3
214,Married-civ-spouse,6360,2,Husband,Male,1,1,1,1,0,3
215,Married-civ-spouse,6360,1,Husband,Male,1,1,1,1,0,3
216,Married-civ-spouse,6418,8,Husband,Male,1,1,1,1,0,3
217,Married-civ-spouse,6418,7,Husband,Male,1,1,1,1,0,3
218,Married-civ-spouse,6418,6,Husband,Male,1,1,1,1,0,3
219,Married-civ-spouse,6418,5,Husband,Male,1,1,1,1,0,3
220,Married-civ-spouse,6418,4,Husband,Male,1,1,1,1,0,3
221,Married-civ-spouse,6418,3,Husband,Male,1,1,1,1,0,3
222,Married-civ-spouse,6418,2,Husband,Male,1,1,1,1,0,3
223,Married-civ-spouse,6418,1,Husband,Male,1,1,1,1,0,3
224,Married-civ-spouse,6497,8,Husband,Male,1,1,1,1,0,3
225,Married-civ-spouse,6497,7,Husband,Male,1,1,1,1,0,3
226,Married-civ-spouse,6497,6,Husband,Male,1,1,1,1,0,3
227,Married-civ-spouse,6497,5,Husband,Male,1,1,1,1,0,3
228,Married-civ-spouse,6497,4,Husband,Male,1,1,1,1,0,3
229,Married-civ-spouse,6497,3,Husband,Male,1,1,1,1,0,3
230,Married-civ-spouse,6497,2,Husband,Male,1,1,1,1,0,3
231,Married-civ-spouse,6497,1,Husband,Male,1,1,1,1,0,3
232,Married-civ-spouse,6514,8,Husband,Male,1,1,1,1,0,3
233,Married-civ-spouse,6514,7,Husband,Male,1,1,1,1,0,3
234,Married-civ-spouse,6514,6,Husband,Male,1,1,1,1,0,3
235,Married-civ-spouse,6514,5,Husband,Male,1,1,1,1,0,3
236,Married-civ-spouse,6514,4,Husband,Male,1,1,1,1,0,3
237,Married-civ-spouse,6514,3,Husband,Male,1,1,1,1,0,3
238,Married-civ-spouse,6514,2,Husband,Male,1,1,1,1,0,3
239,Married-civ-spouse,6514,1,Husband,Male,1,1,1,1,0,3
240,Married-civ-spouse,6723,8,Husband,Male,1,1,1,1,0,3
241,Married-civ-spouse,6723,7,Husband,Male,1,1,1,1,0,3
242,Married-civ-spouse,6723,6,Husband,Male,1,1,1,1,0,3
243,Married-civ-spouse,6723,5,Husband,Male,1,1,1,1,0,3
244,Married-civ-spouse,6723,4,Husband,Male,1,1,1,1,0,3
245,Married-civ-spouse,6723,3,Husband,Male,1,1,1,1,0,3
246,Married-civ-spouse,6723,2,Husband,Male,1,1,1,1,0,3
247,Married-civ-spouse,6723,1,Husband,Male,1,1,1,1,0,3
248,Married-civ-spouse,6767,8,Husband,Male,1,1,1,1,0,3
249,Married-civ-spouse,6767,7,Husband,Male,1,1,1,1,0,3
250,Married-civ-spouse,6767,6,Husband,Male,1,1,1,1,0,3
251,Married-civ-spouse,6767,5,Husband,Male,1,1,1,1,0,3
252,Married-civ-spouse,6767,4,Husband,Male,1,1,1,1,0,3
253,Married-civ-spouse,6767,3,Husband,Male,1,1,1,1,0,3
254,Married-civ-spouse,6767,2,Husband,Male,1,1,1,1,0,3
255,Married-civ-spouse,6767,1,Husband,Male,1,1,1,1,0,3
256,Married-civ-spouse,6849,8,Husband,Male,1,1,1,1,0,3
257,Married-civ-spouse,6849,7,Husband,Male,1,1,1,1,0,3
258,Married-civ-spouse,6849,6,Husband,Male,1,1,1,1,0,3
259,Married-civ-spouse,6849,5,Husband,Male,1,1,1,1,0,3
260,Married-civ-spouse,6849,4,Husband,Male,1,1,1,1,0,3
261,Married-civ-spouse,6849,3,Husband,Male,1,1,1,1,0,3
262,Married-civ-spouse,6849,2,Husband,Male,1,1,1,1,0,3
263,Married-civ-spouse,6849,1,Husband,Male,1,1,1,1,0,3
264,Married-civ-spouse,7298,8,Husband,Male,1,1,1,1,0,3
265,Married-civ-spouse,7298,7,Husband,Male,1,1,1,1,0,3
266,Married-civ-spouse,7298,6,Husband,Male,1,1,1,1,0,3
267,Married-civ-spouse,7298,5,Husband,Male,1,1,1,1,0,3
268,Married-civ-spouse,7298,4,Husband,Male,1,1,1,1,0,3
269,Married-civ-spouse,7298,3,Husband,Male,1,1,1,1,0,3
270,Married-civ-spouse,7298,2,Husband,Male,1,1,1,1,0,3
271,Married-civ-spouse,7298,1,Husband,Male,1,1,1,1,0,3
272,Married-civ-spouse,7430,8,Husband,Male,1,1,1,1,0,3
273,Married-civ-spouse,7430,7,Husband,Male,1,1,1,1,0,3
274,Married-civ-spouse,7430,6,Husband,Male,1,1,1,1,0,3
275,Married-civ-spouse,7430,5,Husband,Male,1,1,1,1,0,3
276,Married-civ-spouse,7430,4,Husband,Male,1,1,1,1,0,3
277,Married-civ-spouse,7430,3,Husband,Male,1,1,1,1,0,3
278,Married-civ-spouse,7430,2,Husband,Male,1,1,1,1,0,3
279,Married-civ-spouse,7430,1,Husband,Male,1,1,1,1,0,3
280,Married-civ-spouse,7443,8,Husband,Male,1,1,1,1,0,3
281,Married-civ-spouse,7443,7,Husband,Male,1,1,1,1,0,3
282,Married-civ-spouse,7443,6,Husband,Male,1,1,1,1,0,3
283,Married-civ-spouse,7443,5,Husband,Male,1,1,1,1,0,3
284,Married-civ-spouse,7443,4,Husband,Male,1,1,1,1,0,3
285,Married-civ-spouse,7443,3,Husband,Male,1,1,1,1,0,3
286,Married-civ-spouse,7443,2,Husband,Male,1,1,1,1,0,3
287,Married-civ-spouse,7443,1,Husband,Male,1,1,1,1,0,3
288,Married-civ-spouse,7688,8,Husband,Male,1,1,1,1,0,3
289,Married-civ-spouse,7688,7,Husband,Male,1,1,1,1,0,3
290,Married-civ-spouse,7688,6,Husband,Male,1,1,1,1,0,3
291,Married-civ-spouse,7688,5,Husband,Male,1,1,1,1,0,3
292,Married-civ-spouse,7688,4,Husband,Male,1,1,1,1,0,3
293,Married-civ-spouse,7688,3,Husband,Male,1,1,1,1,0,3
294,Married-civ-spouse,7688,2,Husband,Male,1,1,1,1,0,3
295,Married-civ-spouse,7688,1,Husband,Male,1,1,1,1,0,3
296,Married-civ-spouse,7896,8,Husband,Male,1,1,1,1,0,3
297,Married-civ-spouse,7896,7,Husband,Male,1,1,1,1,0,3
298,Married-civ-spouse,7896,6,Husband,Male,1,1,1,1,0,3
299,Married-civ-spouse,7896,5,Husband,Male,1,1,1,1,0,3
300,Married-civ-spouse,7896,4,Husband,Male,1,1,1,1,0,3
301,Married-civ-spouse,7896,3,Husband,Male,1,1,1,1,0,3
302,Married-civ-spouse,7896,2,Husband,Male,1,1,1,1,0,3
303,Married-civ-spouse,7896,1,Husband,Male,1,1,1,1,0,3
304,Married-civ-spouse,7978,8,Husband,Male,1,1,1,1,0,3
305,Married-civ-spouse,7978,7,Husband,Male,1,1,1,1,0,3
306,Married-civ-spouse,7978,6,Husband,Male,1,1,1,1,0,3
307,Married-civ-spouse,7978,5,Husband,Male,1,1,1,1,0,3
308,Married-civ-spouse,7978,4,Husband,Male,1,1,1,1,0,3
309,Married-civ-spouse,7978,3,Husband,Male,1,1,1,1,0,3
310,Married-civ-spouse,7978,2,Husband,Male,1,1,1,1,0,3
311,Married-civ-spouse,7978,1,Husband,Male,1,1,1,1,0,3
312,Married-civ-spouse,8614,8,Husband,Male,1,1,1,1,0,3
313,Married-civ-spouse,8614,7,Husband,Male,1,1,1,1,0,3
314,Married-civ-spouse,8614,6,Husband,Male,1,1,1,1,0,3
315,Married-civ-spouse,8614,5,Husband,Male,1,1,1,1,0,3
316,Married-civ-spouse,8614,4,Husband,Male,1,1,1,1,0,3
317,Married-civ-spouse,8614,3,Husband,Male,1,1,1,1,0,3
318,Married-civ-spouse,8614,2,Husband,Male,1,1,1,1,0,3
319,Married-civ-spouse,8614,1,Husband,Male,1,1,1,1,0,3
320,Married-civ-spouse,5060,9,Wife,Female,1,1,0,1,1,4
321,Married-civ-spouse,5178,9,Wife,Female,1,1,0,1,1,4
322,Married-civ-spouse,5455,9,Wife,Female,1,1,0,1,1,4
323,Married-civ-spouse,5556,9,Wife,Female,1,1,0,1,1,4
324,Married-civ-spouse,5721,9,Wife,Female,1,1,0,1,1,4
325,Married-civ-spouse,6097,9,Wife,Female,1,1,0,1,1,4
326,Married-civ-spouse,6360,9,Wife,Female,1,1,0,1,1,4
327,Married-civ-spouse,6418,9,Wife,Female,1,1,0,1,1,4
328,Married-civ-spouse,6497,9,Wife,Female,1,1,0,1,1,4
329,Married-civ-spouse,6514,9,Wife,Female,1,1,0,1,1,4
330,Married-civ-spouse,6723,9,Wife,Female,1,1,0,1,1,4
331,Married-civ-spouse,6767,9,Wife,Female,1,1,0,1,1,4
332,Married-civ-spouse,6849,9,Wife,Female,1,1,0,1,1,4
333,Married-civ-spouse,7298,9,Wife,Female,1,1,0,1,1,4
334,Married-civ-spouse,7430,9,Wife,Female,1,1,0,1,1,4
335,Married-civ-spouse,7443,9,Wife,Female,1,1,0,1,1,4
336,Married-civ-spouse,7688,9,Wife,Female,1,1,0,1,1,4
337,Married-civ-spouse,7896,9,Wife,Female,1,1,0,1,1,4
338,Married-civ-spouse,7978,9,Wife,Female,1,1,0,1,1,4
339,Married-civ-spouse,8614,9,Wife,Female,1,1,0,1,1,4
340,Married-civ-spouse,5060,10,Wife,Female,1,1,1,1,1,5
341,Married-civ-spouse,5060,11,Wife,Female,1,1,1,1,1,5
342,Married-civ-spouse,5060,12,Wife,Female,1,1,1,1,1,5
343,Married-civ-spouse,5060,13,Wife,Female,1,1,1,1,1,5
344,Married-civ-spouse,5060,14,Wife,Female,1,1,1,1,1,5
345,Married-civ-spouse,5060,15,Wife,Female,1,1,1,1,1,5
346,Married-civ-spouse,5060,16,Wife,Female,1,1,1,1,1,5
347,Married-civ-spouse,5178,10,Wife,Female,1,1,1,1,1,5
348,Married-civ-spouse,5178,11,Wife,Female,1,1,1,1,1,5
349,Married-civ-spouse,5178,12,Wife,Female,1,1,1,1,1,5
350,Married-civ-spouse,5178,13,Wife,Female,1,1,1,1,1,5
351,Married-civ-spouse,5178,14,Wife,Female,1,1,1,1,1,5
352,Married-civ-spouse,5178,15,Wife,Female,1,1,1,1,1,5
353,Married-civ-spouse,5178,16,Wife,Female,1,1,1,1,1,5
354,Married-civ-spouse,5455,10,Wife,Female,1,1,1,1,1,5
355,Married-civ-spouse,5455,11,Wife,Female,1,1,1,1,1,5
356,Married-civ-spouse,5455,12,Wife,Female,1,1,1,1,1,5
357,Married-civ-spouse,5455,13,Wife,Female,1,1,1,1,1,5
358,Married-civ-spouse,5455,14,Wife,Female,1,1,1,1,1,5
359,Married-civ-spouse,5455,15,Wife,Female,1,1,1,1,1,5
360,Married-civ-spouse,5455,16,Wife,Female,1,1,1,1,1,5
361,Married-civ-spouse,5556,10,Wife,Female,1,1,1,1,1,5
362,Married-civ-spouse,5556,11,Wife,Female,1,1,1,1,1,5
363,Married-civ-spouse,5556,12,Wife,Female,1,1,1,1,1,5
364,Married-civ-spouse,5556,13,Wife,Female,1,1,1,1,1,5
365,Married-civ-spouse,5556,14,Wife,Female,1,1,1,1,1,5
366,Married-civ-spouse,5556,15,Wife,Female,1,1,1,1,1,5
367,Married-civ-spouse,5556,16,Wife,Female,1,1,1,1,1,5
368,Married-civ-spouse,5721,10,Wife,Female,1,1,1,1,1,5
369,Married-civ-spouse,5721,11,Wife,Female,1,1,1,1,1,5
370,Married-civ-spouse,5721,12,Wife,Female,1,1,1,1,1,5
371,Married-civ-spouse,5721,13,Wife,Female,1,1,1,1,1,5
372,Married-civ-spouse,5721,14,Wife,Female,1,1,1,1,1,5
373,Married-civ-spouse,5721,15,Wife,Female,1,1,1,1,1,5
374,Married-civ-spouse,5721,16,Wife,Female,1,1,1,1,1,5
375,Married-civ-spouse,6097,10,Wife,Female,1,1,1,1,1,5
376,Married-civ-spouse,6097,11,Wife,Female,1,1,1,1,1,5
377,Married-civ-spouse,6097,12,Wife,Female,1,1,1,1,1,5
378,Married-civ-spouse,6097,13,Wife,Female,1,1,1,1,1,5
379,Married-civ-spouse,6097,14,Wife,Female,1,1,1,1,1,5
380,Married-civ-spouse,6097,15,Wife,Female,1,1,1,1,1,5
381,Married-civ-spouse,6097,16,Wife,Female,1,1,1,1,1,5
382,Married-civ-spouse,6360,10,Wife,Female,1,1,1,1,1,5
383,Married-civ-spouse,6360,11,Wife,Female,1,1,1,1,1,5
