,Checking_account_status,Credit_history,Property,Duration_months,Credit_amount,Present_employment_since,Job,O_Checking_account_status,O_Credit_history,O_Property,O_Duration_months,O_Credit_amount,O_Present_employment_since,O_Job,CF_id
38,less_than0,critical_account,real_estate,26,3446,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
39,less_than0,critical_account,real_estate,26,3447,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
40,less_than0,critical_account,real_estate,27,3380,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
41,less_than0,critical_account,real_estate,27,3386,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
42,less_than0,critical_account,real_estate,27,3394,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
43,less_than0,critical_account,real_estate,27,3398,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
44,less_than0,critical_account,real_estate,27,3399,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
45,less_than0,critical_account,real_estate,27,3422,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
46,less_than0,critical_account,real_estate,27,3430,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
47,less_than0,critical_account,real_estate,27,3441,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
48,less_than0,critical_account,real_estate,27,3446,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
49,less_than0,critical_account,real_estate,27,3447,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
50,less_than0,critical_account,real_estate,28,3380,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
51,less_than0,critical_account,real_estate,28,3386,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
52,less_than0,critical_account,real_estate,28,3394,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
53,less_than0,critical_account,real_estate,28,3398,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
54,less_than0,critical_account,real_estate,28,3399,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
55,less_than0,critical_account,real_estate,28,3422,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
56,less_than0,critical_account,real_estate,28,3430,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
57,less_than0,critical_account,real_estate,28,3441,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
58,less_than0,critical_account,real_estate,28,3446,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
59,less_than0,critical_account,real_estate,28,3447,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
60,less_than0,critical_account,real_estate,30,3380,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
61,less_than0,critical_account,real_estate,30,3386,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
62,less_than0,critical_account,real_estate,30,3394,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
63,less_than0,critical_account,real_estate,30,3398,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
64,less_than0,critical_account,real_estate,30,3399,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
65,less_than0,critical_account,real_estate,30,3422,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
66,less_than0,critical_account,real_estate,30,3430,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
67,less_than0,critical_account,real_estate,30,3441,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
68,less_than0,critical_account,real_estate,30,3446,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
69,less_than0,critical_account,real_estate,30,3447,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
70,less_than0,critical_account,real_estate,33,3380,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
71,less_than0,critical_account,real_estate,33,3386,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
72,less_than0,critical_account,real_estate,33,3394,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
73,less_than0,critical_account,real_estate,33,3398,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
74,less_than0,critical_account,real_estate,33,3399,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
75,less_than0,critical_account,real_estate,33,3422,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
76,less_than0,critical_account,real_estate,33,3430,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
77,less_than0,critical_account,real_estate,33,3441,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
78,less_than0,critical_account,real_estate,33,3446,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
79,less_than0,critical_account,real_estate,33,3447,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
80,less_than0,critical_account,real_estate,36,3380,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
81,less_than0,critical_account,real_estate,36,3386,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
82,less_than0,critical_account,real_estate,36,3394,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
83,less_than0,critical_account,real_estate,36,3398,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
84,less_than0,critical_account,real_estate,36,3399,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
85,less_than0,critical_account,real_estate,36,3422,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
86,less_than0,critical_account,real_estate,36,3430,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
87,less_than0,critical_account,real_estate,36,3441,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
88,less_than0,critical_account,real_estate,36,3446,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
89,less_than0,critical_account,real_estate,36,3447,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
90,less_than0,critical_account,real_estate,39,3380,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
91,less_than0,critical_account,real_estate,39,3386,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
92,less_than0,critical_account,real_estate,39,3394,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
93,less_than0,critical_account,real_estate,39,3398,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
94,less_than0,critical_account,real_estate,39,3399,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
95,less_than0,critical_account,real_estate,39,3422,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
96,less_than0,critical_account,real_estate,39,3430,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
97,less_than0,critical_account,real_estate,39,3441,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
98,less_than0,critical_account,real_estate,39,3446,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
99,less_than0,critical_account,real_estate,39,3447,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
100,less_than0,critical_account,real_estate,40,3380,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
101,less_than0,critical_account,real_estate,40,3386,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
102,less_than0,critical_account,real_estate,40,3394,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
103,less_than0,critical_account,real_estate,40,3398,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
104,less_than0,critical_account,real_estate,40,3399,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
105,less_than0,critical_account,real_estate,40,3422,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
106,less_than0,critical_account,real_estate,40,3430,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
107,less_than0,critical_account,real_estate,40,3441,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
108,less_than0,critical_account,real_estate,40,3446,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
109,less_than0,critical_account,real_estate,40,3447,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,2
110,less_than0,critical_account,real_estate,22,3368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
111,less_than0,critical_account,real_estate,22,3357,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
112,less_than0,critical_account,real_estate,22,3349,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
113,less_than0,critical_account,real_estate,22,3345,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
114,less_than0,critical_account,real_estate,22,3343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
115,less_than0,critical_account,real_estate,22,3331,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
116,less_than0,critical_account,real_estate,22,3275,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
117,less_than0,critical_account,real_estate,22,3249,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
118,less_than0,critical_account,real_estate,22,3235,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
119,less_than0,critical_account,real_estate,22,3234,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
120,less_than0,critical_account,real_estate,24,3368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
121,less_than0,critical_account,real_estate,24,3357,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
122,less_than0,critical_account,real_estate,24,3349,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
123,less_than0,critical_account,real_estate,24,3345,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
124,less_than0,critical_account,real_estate,24,3343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
125,less_than0,critical_account,real_estate,24,3331,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
126,less_than0,critical_account,real_estate,24,3275,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
127,less_than0,critical_account,real_estate,24,3249,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
128,less_than0,critical_account,real_estate,24,3235,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
129,less_than0,critical_account,real_estate,24,3234,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
130,less_than0,critical_account,real_estate,26,3368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
131,less_than0,critical_account,real_estate,26,3357,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
132,less_than0,critical_account,real_estate,26,3349,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
133,less_than0,critical_account,real_estate,26,3345,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
134,less_than0,critical_account,real_estate,26,3343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
135,less_than0,critical_account,real_estate,26,3331,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
136,less_than0,critical_account,real_estate,26,3275,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
137,less_than0,critical_account,real_estate,26,3249,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
138,less_than0,critical_account,real_estate,26,3235,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
139,less_than0,critical_account,real_estate,26,3234,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
140,less_than0,critical_account,real_estate,27,3368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
141,less_than0,critical_account,real_estate,27,3357,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
142,less_than0,critical_account,real_estate,27,3349,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
143,less_than0,critical_account,real_estate,27,3345,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
144,less_than0,critical_account,real_estate,27,3343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
145,less_than0,critical_account,real_estate,27,3331,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
146,less_than0,critical_account,real_estate,27,3275,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
147,less_than0,critical_account,real_estate,27,3249,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
148,less_than0,critical_account,real_estate,27,3235,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
149,less_than0,critical_account,real_estate,27,3234,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
150,less_than0,critical_account,real_estate,28,3368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
151,less_than0,critical_account,real_estate,28,3357,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
152,less_than0,critical_account,real_estate,28,3349,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
153,less_than0,critical_account,real_estate,28,3345,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
154,less_than0,critical_account,real_estate,28,3343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
155,less_than0,critical_account,real_estate,28,3331,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
156,less_than0,critical_account,real_estate,28,3275,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
157,less_than0,critical_account,real_estate,28,3249,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
158,less_than0,critical_account,real_estate,28,3235,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
159,less_than0,critical_account,real_estate,28,3234,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
160,less_than0,critical_account,real_estate,30,3368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
161,less_than0,critical_account,real_estate,30,3357,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
162,less_than0,critical_account,real_estate,30,3349,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
163,less_than0,critical_account,real_estate,30,3345,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
164,less_than0,critical_account,real_estate,30,3343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
165,less_than0,critical_account,real_estate,30,3331,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
166,less_than0,critical_account,real_estate,30,3275,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
167,less_than0,critical_account,real_estate,30,3249,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
168,less_than0,critical_account,real_estate,30,3235,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
169,less_than0,critical_account,real_estate,30,3234,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
170,less_than0,critical_account,real_estate,33,3368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
171,less_than0,critical_account,real_estate,33,3357,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
172,less_than0,critical_account,real_estate,33,3349,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
173,less_than0,critical_account,real_estate,33,3345,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
174,less_than0,critical_account,real_estate,33,3343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
175,less_than0,critical_account,real_estate,33,3331,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
176,less_than0,critical_account,real_estate,33,3275,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
177,less_than0,critical_account,real_estate,33,3249,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
178,less_than0,critical_account,real_estate,33,3235,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
179,less_than0,critical_account,real_estate,33,3234,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
180,less_than0,critical_account,real_estate,36,3368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
181,less_than0,critical_account,real_estate,36,3357,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
182,less_than0,critical_account,real_estate,36,3349,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
183,less_than0,critical_account,real_estate,36,3345,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
184,less_than0,critical_account,real_estate,36,3343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
185,less_than0,critical_account,real_estate,36,3331,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
186,less_than0,critical_account,real_estate,36,3275,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
187,less_than0,critical_account,real_estate,36,3249,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
188,less_than0,critical_account,real_estate,36,3235,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
189,less_than0,critical_account,real_estate,36,3234,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
190,less_than0,critical_account,real_estate,39,3368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
191,less_than0,critical_account,real_estate,39,3357,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
192,less_than0,critical_account,real_estate,39,3349,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
193,less_than0,critical_account,real_estate,39,3345,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
194,less_than0,critical_account,real_estate,39,3343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
195,less_than0,critical_account,real_estate,39,3331,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
196,less_than0,critical_account,real_estate,39,3275,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
197,less_than0,critical_account,real_estate,39,3249,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
198,less_than0,critical_account,real_estate,39,3235,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
199,less_than0,critical_account,real_estate,39,3234,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
200,less_than0,critical_account,real_estate,40,3368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
201,less_than0,critical_account,real_estate,40,3357,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
202,less_than0,critical_account,real_estate,40,3349,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
203,less_than0,critical_account,real_estate,40,3345,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
204,less_than0,critical_account,real_estate,40,3343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
205,less_than0,critical_account,real_estate,40,3331,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
206,less_than0,critical_account,real_estate,40,3275,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
207,less_than0,critical_account,real_estate,40,3249,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
208,less_than0,critical_account,real_estate,40,3235,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
209,less_than0,critical_account,real_estate,40,3234,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,3
210,less_than0,critical_account,real_estate,18,428,unemployed,unemployed/unskilled-non_resident,1,1,1,0,1,0,1,4
211,less_than0,critical_account,real_estate,18,426,unemployed,unemployed/unskilled-non_resident,1,1,1,0,1,0,1,4
212,less_than0,critical_account,real_estate,18,409,unemployed,unemployed/unskilled-non_resident,1,1,1,0,1,0,1,4
213,less_than0,critical_account,real_estate,18,385,unemployed,unemployed/unskilled-non_resident,1,1,1,0,1,0,1,4
214,less_than0,critical_account,real_estate,18,368,unemployed,unemployed/unskilled-non_resident,1,1,1,0,1,0,1,4
215,less_than0,critical_account,real_estate,18,362,unemployed,unemployed/unskilled-non_resident,1,1,1,0,1,0,1,4
216,less_than0,critical_account,real_estate,18,343,unemployed,unemployed/unskilled-non_resident,1,1,1,0,1,0,1,4
217,less_than0,critical_account,real_estate,18,339,unemployed,unemployed/unskilled-non_resident,1,1,1,0,1,0,1,4
218,less_than0,critical_account,real_estate,18,338,unemployed,unemployed/unskilled-non_resident,1,1,1,0,1,0,1,4
219,less_than0,critical_account,real_estate,18,250,unemployed,unemployed/unskilled-non_resident,1,1,1,0,1,0,1,4
220,less_than0,critical_account,real_estate,20,428,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
221,less_than0,critical_account,real_estate,20,426,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
222,less_than0,critical_account,real_estate,20,409,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
223,less_than0,critical_account,real_estate,20,385,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
224,less_than0,critical_account,real_estate,20,368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
225,less_than0,critical_account,real_estate,20,362,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
226,less_than0,critical_account,real_estate,20,343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
227,less_than0,critical_account,real_estate,20,339,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
228,less_than0,critical_account,real_estate,20,338,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
229,less_than0,critical_account,real_estate,20,250,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
230,less_than0,critical_account,real_estate,21,428,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
231,less_than0,critical_account,real_estate,21,426,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
232,less_than0,critical_account,real_estate,21,409,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
233,less_than0,critical_account,real_estate,21,385,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
234,less_than0,critical_account,real_estate,21,368,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
235,less_than0,critical_account,real_estate,21,362,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
236,less_than0,critical_account,real_estate,21,343,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
237,less_than0,critical_account,real_estate,21,339,unemployed,unemployed/unskilled-non_resident,1,1,1,1,1,0,1,5
